flight_number,airline_code,origin_airport,destination_airport,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,delay_reason,distance,weather_condition,day_of_week,month,is_delayed
VN3676,VN,BOS,SEA,2025-09-18 17:41:00,2025-09-18 17:41:00,2025-09-19 01:14:00,2025-09-19 01:14:00,0,,3557.0,Rain,3,9,0
UA7933,UA,MIA,DEN,2025-10-27 21:03:00,2025-10-27 21:03:00,2025-10-28 00:58:00,2025-10-28 01:02:00,0,,1942.3,Rain,0,10,0
AA9872,AA,DEN,HAN,2025-08-16 15:26:00,2025-08-16 15:36:00,2025-08-17 21:49:00,2025-08-17 22:01:00,10,,14580.0,Rain,5,8,0
WN8519,WN,DEN,JFK,2025-06-28 07:10:00,2025-06-28 07:10:00,2025-06-28 11:34:00,2025-06-28 11:32:00,0,,2132.5,Rain,5,6,0
UA3823,UA,DFW,BOS,2025-09-28 17:30:00,2025-09-28 17:49:00,2025-09-28 21:20:00,2025-09-28 21:43:00,19,Security,1911.2,Cloudy,6,9,1
DL5827,DL,LAX,MIA,2025-01-28 18:30:00,2025-01-28 18:30:00,2025-01-28 23:56:00,2025-01-28 23:54:00,0,,2689.7,Clear,1,1,0
AA6379,AA,ORD,SGN,2025-08-08 12:24:00,2025-08-08 14:02:00,2025-08-09 16:34:00,2025-08-09 18:15:00,98,National Aviation System,13595.6,Snow,4,8,1
F94996,F9,DAD,DEN,2025-01-10 18:08:00,2025-01-10 18:08:00,2025-01-12 00:46:00,2025-01-12 00:49:00,0,,14779.9,Rain,4,1,0
VN7167,VN,LAX,SGN,2025-07-07 16:25:00,2025-07-07 16:43:00,2025-07-09 00:59:00,2025-07-09 01:22:00,18,Weather,15610.9,Rain,0,7,1
F96090,F9,ATL,HAN,2025-03-15 09:28:00,2025-03-15 12:11:00,2025-03-16 12:53:00,2025-03-16 15:41:00,163,Carrier Delay,13154.1,Fog,5,3,1
UA8123,UA,LAX,JFK,2025-01-24 19:49:00,2025-01-24 20:25:00,2025-01-25 02:20:00,2025-01-25 02:51:00,36,Weather,3114.0,Rain,4,1,1
B63253,B6,BOS,DFW,2025-07-26 11:00:00,2025-07-26 11:00:00,2025-07-26 14:55:00,2025-07-26 14:54:00,0,,1911.2,Rain,5,7,0
NK7573,NK,ORD,HAN,2025-05-23 08:19:00,2025-05-23 08:28:00,2025-05-24 12:19:00,2025-05-24 12:23:00,9,,13442.8,Cloudy,4,5,0
WN8370,WN,DEN,JFK,2025-04-13 15:19:00,2025-04-13 15:57:00,2025-04-13 19:40:00,2025-04-13 20:17:00,38,Carrier Delay,2132.5,Rain,6,4,1
VJ237,VJ,DEN,SEA,2025-11-23 11:53:00,2025-11-23 11:53:00,2025-11-23 14:36:00,2025-11-23 14:35:00,0,,1324.8,Snow,6,11,0
AS2583,AS,DAD,HAN,2025-11-29 17:01:00,2025-11-29 17:01:00,2025-11-29 18:01:00,2025-11-29 18:00:00,0,,393.5,Fog,5,11,0
VJ328,VJ,HAN,ATL,2025-03-01 05:49:00,2025-03-01 05:50:00,2025-03-02 09:23:00,2025-03-02 09:23:00,1,,13154.1,Clear,5,3,0
F97694,F9,SGN,HAN,2025-05-10 13:04:00,2025-05-10 13:04:00,2025-05-10 14:31:00,2025-05-10 14:30:00,0,,720.1,Fog,5,5,0
UA9072,UA,BOS,SGN,2025-10-15 06:44:00,2025-10-15 06:44:00,2025-10-16 08:34:00,2025-10-16 08:31:00,0,,12450.4,Cloudy,2,10,0
NK8747,NK,SFO,BOS,2025-04-29 12:31:00,2025-04-29 12:56:00,2025-04-29 19:48:00,2025-04-29 20:11:00,25,Weather,3559.6,Snow,1,4,1
B63701,B6,ATL,ORD,2025-06-19 22:16:00,2025-06-19 22:32:00,2025-06-19 23:32:00,2025-06-19 23:52:00,16,Carrier Delay,623.1,Rain,3,6,1
B62143,B6,DAD,DEN,2025-01-14 14:22:00,2025-01-14 14:22:00,2025-01-15 21:10:00,2025-01-15 21:05:00,0,,14779.9,Cloudy,1,1,0
AS1578,AS,DFW,JFK,2025-03-16 06:29:00,2025-03-16 06:32:00,2025-03-16 09:50:00,2025-03-16 09:48:00,3,,1691.6,Clear,6,3,0
UA5614,UA,ATL,LAX,2025-01-08 06:44:00,2025-01-08 06:44:00,2025-01-08 11:34:00,2025-01-08 11:38:00,0,,2344.7,Cloudy,2,1,0
DL1619,DL,LAX,DEN,2025-01-27 18:29:00,2025-01-27 18:33:00,2025-01-27 20:42:00,2025-01-27 20:41:00,4,,1031.8,Rain,0,1,0
DL6789,DL,DEN,HAN,2025-10-11 09:39:00,2025-10-11 09:39:00,2025-10-12 16:11:00,2025-10-12 16:15:00,0,,14580.0,Clear,5,10,0
VJ4733,VJ,HAN,DAD,2025-08-09 10:30:00,2025-08-09 11:01:00,2025-08-09 11:30:00,2025-08-09 12:03:00,31,Air Traffic Control,393.5,Clear,5,8,1
VN9911,VN,MIA,LAX,2025-01-25 16:46:00,2025-01-25 17:18:00,2025-01-25 22:21:00,2025-01-25 22:57:00,32,Weather,2689.7,Rain,5,1,1
AS3306,AS,MIA,LAX,2025-10-08 11:49:00,2025-10-08 11:49:00,2025-10-08 17:22:00,2025-10-08 17:21:00,0,,2689.7,Cloudy,2,10,0
DL6914,DL,HAN,DFW,2025-11-10 20:49:00,2025-11-10 21:44:00,2025-11-12 02:06:00,2025-11-12 03:03:00,55,Carrier Delay,14019.6,Rain,0,11,1
AS4116,AS,DAD,SFO,2025-10-02 16:34:00,2025-10-02 19:15:00,2025-10-04 01:42:00,2025-10-04 04:18:00,161,National Aviation System,15979.4,Rain,3,10,1
WN2284,WN,SEA,SFO,2025-07-13 18:08:00,2025-07-13 18:41:00,2025-07-13 19:34:00,2025-07-13 20:05:00,33,Weather,678.2,Clear,6,7,1
B61272,B6,HAN,SEA,2025-04-11 08:28:00,2025-04-11 08:54:00,2025-04-12 17:19:00,2025-04-12 17:47:00,26,Weather,15843.7,Rain,4,4,1
UA3056,UA,JFK,MIA,2025-11-08 17:24:00,2025-11-08 20:33:00,2025-11-08 19:43:00,2025-11-08 22:54:00,189,Carrier Delay,1118.5,Cloudy,5,11,1
NK3498,NK,HAN,SGN,2025-06-25 13:31:00,2025-06-25 13:33:00,2025-06-25 15:07:00,2025-06-25 15:04:00,2,,720.1,Clear,2,6,0
F9394,F9,HAN,SFO,2025-07-06 17:42:00,2025-07-06 17:44:00,2025-07-08 02:45:00,2025-07-08 02:46:00,2,,15785.4,Cloudy,6,7,0
B61258,B6,LAX,BOS,2025-04-12 17:58:00,2025-04-12 17:59:00,2025-04-13 00:51:00,2025-04-13 00:51:00,1,,3321.7,Rain,5,4,0
DL9544,DL,ORD,ATL,2025-05-25 18:56:00,2025-05-25 19:11:00,2025-05-25 20:20:00,2025-05-25 20:30:00,15,Weather,623.1,Rain,6,5,1
VN7386,VN,MIA,ATL,2025-01-11 07:19:00,2025-01-11 07:42:00,2025-01-11 08:31:00,2025-01-11 08:57:00,23,Security,612.1,Fog,5,1,1
VN597,VN,LAX,SEA,2025-08-31 08:08:00,2025-08-31 08:12:00,2025-08-31 10:17:00,2025-08-31 10:22:00,4,,970.1,Snow,6,8,0
AA1518,AA,SFO,SEA,2025-09-28 05:20:00,2025-09-28 05:25:00,2025-09-28 06:46:00,2025-09-28 06:46:00,5,,678.2,Clear,6,9,0
DL6128,DL,SEA,SFO,2025-12-22 19:04:00,2025-12-22 19:21:00,2025-12-22 20:34:00,2025-12-22 20:50:00,17,Air Traffic Control,678.2,Fog,0,12,1
VJ1699,VJ,JFK,ORD,2025-02-21 06:08:00,2025-02-21 06:11:00,2025-02-21 08:07:00,2025-02-21 08:06:00,3,,979.2,Clear,4,2,0
DL4742,DL,MIA,LAX,2025-03-06 21:05:00,2025-03-06 21:50:00,2025-03-07 02:31:00,2025-03-07 03:17:00,45,Late Aircraft,2689.7,Fog,3,3,1
AS3727,AS,ORD,DFW,2025-05-21 05:22:00,2025-05-21 07:31:00,2025-05-21 07:08:00,2025-05-21 09:22:00,129,National Aviation System,888.4,Clear,2,5,1
AS3432,AS,SFO,DFW,2025-11-06 19:07:00,2025-11-06 19:11:00,2025-11-06 22:56:00,2025-11-06 23:05:00,4,,1778.5,Clear,3,11,0
DL6004,DL,HAN,SFO,2025-09-05 13:58:00,2025-09-05 14:35:00,2025-09-06 22:44:00,2025-09-06 23:16:00,37,National Aviation System,15785.4,Snow,4,9,1
WN4102,WN,MIA,ATL,2025-11-06 17:55:00,2025-11-06 18:04:00,2025-11-06 19:14:00,2025-11-06 19:23:00,9,,612.1,Clear,3,11,0
NK7600,NK,SFO,JFK,2025-08-26 05:35:00,2025-08-26 06:02:00,2025-08-26 12:37:00,2025-08-26 12:59:00,27,Carrier Delay,3359.9,Clear,1,8,1
DL3547,DL,DEN,JFK,2025-01-28 05:09:00,2025-01-28 05:13:00,2025-01-28 09:26:00,2025-01-28 09:26:00,4,,2132.5,Clear,1,1,0
AS5128,AS,SFO,SEA,2025-03-08 13:51:00,2025-03-08 13:51:00,2025-03-08 15:25:00,2025-03-08 15:21:00,0,,678.2,Rain,5,3,0
B64682,B6,SEA,BOS,2025-04-27 23:01:00,2025-04-27 23:01:00,2025-04-28 06:28:00,2025-04-28 06:30:00,0,,3557.0,Rain,6,4,0
WN3221,WN,JFK,SFO,2025-11-06 16:07:00,2025-11-06 16:57:00,2025-11-06 23:10:00,2025-11-06 23:59:00,50,Security,3359.9,Rain,3,11,1
WN7397,WN,SEA,JFK,2025-01-28 20:02:00,2025-01-28 20:52:00,2025-01-29 02:59:00,2025-01-29 03:45:00,50,Weather,3381.4,Rain,1,1,1
AS1573,AS,ATL,SEA,2025-03-12 08:38:00,2025-03-12 09:12:00,2025-03-12 14:24:00,2025-03-12 14:57:00,34,Late Aircraft,2782.1,Rain,2,3,1
B64040,B6,DFW,LAX,2025-12-16 07:57:00,2025-12-16 08:17:00,2025-12-16 10:52:00,2025-12-16 11:07:00,20,National Aviation System,1476.1,Clear,1,12,1
DL9351,DL,BOS,LAX,2025-04-16 13:21:00,2025-04-16 14:00:00,2025-04-16 20:24:00,2025-04-16 21:02:00,39,National Aviation System,3321.7,Snow,2,4,1
UA8643,UA,LAX,ATL,2025-11-06 19:10:00,2025-11-06 19:10:00,2025-11-07 00:13:00,2025-11-07 00:18:00,0,,2344.7,Fog,3,11,0
AS8807,AS,SEA,DAD,2025-05-02 09:46:00,2025-05-02 09:54:00,2025-05-03 19:18:00,2025-05-03 19:21:00,8,,16052.0,Snow,4,5,0
VJ6184,VJ,MIA,ATL,2025-10-07 15:48:00,2025-10-07 16:03:00,2025-10-07 16:56:00,2025-10-07 17:07:00,15,Weather,612.1,Rain,1,10,1
WN5615,WN,SEA,ORD,2025-09-10 15:47:00,2025-09-10 15:49:00,2025-09-10 20:55:00,2025-09-10 20:54:00,2,,2403.6,Rain,2,9,0
F94291,F9,SFO,DAD,2025-06-27 13:23:00,2025-06-27 13:23:00,2025-06-28 22:47:00,2025-06-28 22:42:00,0,,15979.4,Clear,4,6,0
AA186,AA,HAN,SFO,2025-11-16 20:31:00,2025-11-16 20:34:00,2025-11-18 05:33:00,2025-11-18 05:34:00,3,,15785.4,Cloudy,6,11,0
NK2222,NK,BOS,DFW,2025-12-04 05:19:00,2025-12-04 05:19:00,2025-12-04 09:16:00,2025-12-04 09:21:00,0,,1911.2,Clear,3,12,0
AA1601,AA,BOS,ORD,2025-04-24 12:36:00,2025-04-24 13:20:00,2025-04-24 15:05:00,2025-04-24 15:50:00,44,Late Aircraft,1166.3,Rain,3,4,1
UA7317,UA,SFO,DFW,2025-03-31 18:54:00,2025-03-31 20:07:00,2025-03-31 22:36:00,2025-03-31 23:44:00,73,Carrier Delay,1778.5,Fog,0,3,1
AS4392,AS,HAN,SEA,2025-03-05 17:53:00,2025-03-05 17:56:00,2025-03-07 03:02:00,2025-03-07 03:06:00,3,,15843.7,Clear,2,3,0
VN8868,VN,LAX,DEN,2025-08-29 20:41:00,2025-08-29 20:44:00,2025-08-29 22:47:00,2025-08-29 22:53:00,3,,1031.8,Clear,4,8,0
AS7322,AS,DAD,DFW,2025-04-23 17:57:00,2025-04-23 17:57:00,2025-04-24 23:30:00,2025-04-24 23:29:00,0,,14209.2,Cloudy,2,4,0
NK2242,NK,MIA,DFW,2025-03-27 19:32:00,2025-03-27 19:32:00,2025-03-27 22:12:00,2025-03-27 22:16:00,0,,1255.6,Clear,3,3,0
AS2684,AS,DFW,DAD,2025-09-10 15:17:00,2025-09-10 16:29:00,2025-09-11 20:55:00,2025-09-11 22:03:00,72,Weather,14209.2,Fog,2,9,1
B65470,B6,MIA,DFW,2025-05-03 14:54:00,2025-05-03 14:54:00,2025-05-03 17:31:00,2025-05-03 17:36:00,0,,1255.6,Clear,5,5,0
UA6988,UA,JFK,DEN,2025-11-30 21:30:00,2025-11-30 21:36:00,2025-12-01 01:52:00,2025-12-01 01:57:00,6,,2132.5,Snow,6,11,0
AA4713,AA,HAN,SFO,2025-05-25 21:58:00,2025-05-25 21:58:00,2025-05-27 06:56:00,2025-05-27 06:56:00,0,,15785.4,Fog,6,5,0
VN7158,VN,ORD,LAX,2025-09-20 06:07:00,2025-09-20 06:23:00,2025-09-20 10:47:00,2025-09-20 11:02:00,16,Late Aircraft,2176.3,Clear,5,9,1
B66618,B6,MIA,DAD,2025-05-23 13:29:00,2025-05-23 14:00:00,2025-05-24 16:29:00,2025-05-24 17:03:00,31,Air Traffic Control,13023.0,Clear,4,5,1
WN5452,WN,DFW,SGN,2025-08-10 10:25:00,2025-08-10 11:29:00,2025-08-11 15:47:00,2025-08-11 16:54:00,64,Security,14137.1,Rain,6,8,1
VN6292,VN,ORD,SFO,2025-11-25 13:02:00,2025-11-25 15:36:00,2025-11-25 18:01:00,2025-11-25 20:39:00,154,Carrier Delay,2397.4,Snow,1,11,1
UA902,UA,DFW,MIA,2025-04-25 15:21:00,2025-04-25 15:21:00,2025-04-25 18:02:00,2025-04-25 18:00:00,0,,1255.6,Clear,4,4,0
VJ2862,VJ,DAD,SFO,2025-08-12 10:19:00,2025-08-12 10:19:00,2025-08-13 19:29:00,2025-08-13 19:26:00,0,,15979.4,Clear,1,8,0
AA5715,AA,LAX,DEN,2025-06-19 08:56:00,2025-06-19 08:56:00,2025-06-19 10:58:00,2025-06-19 11:03:00,0,,1031.8,Clear,3,6,0
UA5011,UA,DEN,JFK,2025-12-01 06:34:00,2025-12-01 06:37:00,2025-12-01 11:07:00,2025-12-01 11:12:00,3,,2132.5,Clear,0,12,0
AA2240,AA,SGN,DFW,2025-04-27 17:01:00,2025-04-27 17:01:00,2025-04-28 22:27:00,2025-04-28 22:24:00,0,,14137.1,Clear,6,4,0
VN3522,VN,JFK,HAN,2025-06-27 16:49:00,2025-06-27 17:09:00,2025-06-28 18:47:00,2025-06-28 19:02:00,20,Weather,12463.6,Clear,4,6,1
UA6818,UA,BOS,ATL,2025-12-17 07:17:00,2025-12-17 07:40:00,2025-12-17 09:38:00,2025-12-17 09:57:00,23,Carrier Delay,1104.4,Snow,2,12,1
DL7495,DL,JFK,ORD,2025-02-23 23:42:00,2025-02-24 00:27:00,2025-02-24 01:53:00,2025-02-24 02:36:00,45,Weather,979.2,Snow,6,2,1
WN3377,WN,HAN,LAX,2025-08-17 17:47:00,2025-08-17 17:51:00,2025-08-19 02:06:00,2025-08-19 02:12:00,4,,15495.7,Cloudy,6,8,0
B67485,B6,MIA,HAN,2025-03-08 11:24:00,2025-03-08 11:24:00,2025-03-09 14:07:00,2025-03-09 14:02:00,0,,12844.4,Rain,5,3,0
NK3092,NK,LAX,SEA,2025-11-01 21:43:00,2025-11-01 21:49:00,2025-11-01 23:51:00,2025-11-01 23:55:00,6,,970.1,Rain,5,11,0
B69392,B6,SGN,BOS,2025-09-14 10:30:00,2025-09-14 11:26:00,2025-09-15 12:17:00,2025-09-15 13:15:00,56,National Aviation System,12450.4,Snow,6,9,1
AA7473,AA,DEN,SFO,2025-08-08 07:31:00,2025-08-08 07:37:00,2025-08-08 10:13:00,2025-08-08 10:14:00,6,,1231.4,Clear,4,8,0
WN5388,WN,HAN,ORD,2025-12-27 06:16:00,2025-12-27 06:16:00,2025-12-28 10:11:00,2025-12-28 10:07:00,0,,13442.8,Clear,5,12,0
DL5575,DL,JFK,DEN,2025-11-18 15:14:00,2025-11-18 15:16:00,2025-11-18 19:35:00,2025-11-18 19:40:00,2,,2132.5,Fog,1,11,0
VN3423,VN,LAX,ORD,2025-11-24 20:02:00,2025-11-24 20:06:00,2025-11-25 00:33:00,2025-11-25 00:33:00,4,,2176.3,Cloudy,0,11,0
B65878,B6,DFW,BOS,2025-12-08 09:52:00,2025-12-08 09:52:00,2025-12-08 13:44:00,2025-12-08 13:46:00,0,,1911.2,Clear,0,12,0
DL8375,DL,DAD,ORD,2025-09-11 15:32:00,2025-09-11 16:17:00,2025-09-12 20:02:00,2025-09-12 20:44:00,45,Late Aircraft,13649.1,Clear,3,9,1
VJ3261,VJ,HAN,SGN,2025-10-19 23:55:00,2025-10-20 00:16:00,2025-10-20 01:34:00,2025-10-20 01:57:00,21,Weather,720.1,Cloudy,6,10,1
NK4115,NK,LAX,JFK,2025-01-30 08:08:00,2025-01-30 08:08:00,2025-01-30 14:40:00,2025-01-30 14:38:00,0,,3114.0,Clear,3,1,0
AS9042,AS,DAD,SGN,2025-11-11 06:49:00,2025-11-11 06:54:00,2025-11-11 07:49:00,2025-11-11 07:50:00,5,,376.0,Rain,1,11,0
VJ7051,VJ,DEN,MIA,2025-02-03 21:25:00,2025-02-03 22:16:00,2025-02-04 01:17:00,2025-02-04 02:04:00,51,National Aviation System,1942.3,Fog,0,2,1
VN3496,VN,SFO,BOS,2025-07-26 12:19:00,2025-07-26 12:19:00,2025-07-26 19:41:00,2025-07-26 19:36:00,0,,3559.6,Cloudy,5,7,0
AA6297,AA,LAX,DEN,2025-03-19 22:39:00,2025-03-19 22:40:00,2025-03-20 00:42:00,2025-03-20 00:47:00,1,,1031.8,Clear,2,3,0
WN8149,WN,LAX,DFW,2025-02-16 21:15:00,2025-02-16 21:24:00,2025-02-17 00:29:00,2025-02-17 00:39:00,9,,1476.1,Clear,6,2,0
NK762,NK,SFO,DAD,2025-08-02 08:02:00,2025-08-02 09:49:00,2025-08-03 17:11:00,2025-08-03 19:02:00,107,Weather,15979.4,Cloudy,5,8,1
VN4353,VN,DAD,DEN,2025-04-26 22:47:00,2025-04-26 22:51:00,2025-04-28 05:26:00,2025-04-28 05:26:00,4,,14779.9,Cloudy,5,4,0
UA4792,UA,SEA,ATL,2025-07-28 09:50:00,2025-07-28 09:50:00,2025-07-28 15:41:00,2025-07-28 15:43:00,0,,2782.1,Clear,0,7,0
NK708,NK,MIA,JFK,2025-06-11 15:04:00,2025-06-11 15:04:00,2025-06-11 17:13:00,2025-06-11 17:08:00,0,,1118.5,Clear,2,6,0
AA7258,AA,ATL,HAN,2025-02-23 23:42:00,2025-02-23 23:42:00,2025-02-25 03:00:00,2025-02-25 03:04:00,0,,13154.1,Clear,6,2,0
NK908,NK,BOS,LAX,2025-08-11 15:56:00,2025-08-11 16:45:00,2025-08-11 22:56:00,2025-08-11 23:50:00,49,National Aviation System,3321.7,Snow,0,8,1
UA7166,UA,ATL,JFK,2025-08-05 20:10:00,2025-08-05 20:13:00,2025-08-05 22:02:00,2025-08-05 22:02:00,3,,879.4,Rain,1,8,0
VN5298,VN,SEA,DFW,2025-03-08 20:56:00,2025-03-08 21:18:00,2025-03-09 01:01:00,2025-03-09 01:28:00,22,National Aviation System,2011.9,Clear,5,3,1
UA1041,UA,BOS,ATL,2025-01-23 20:22:00,2025-01-23 21:29:00,2025-01-23 22:47:00,2025-01-23 23:55:00,67,Weather,1104.4,Clear,3,1,1
VN874,VN,DFW,MIA,2025-03-28 22:56:00,2025-03-28 22:58:00,2025-03-29 01:32:00,2025-03-29 01:38:00,2,,1255.6,Fog,4,3,0
F91294,F9,HAN,LAX,2025-12-07 18:13:00,2025-12-07 18:13:00,2025-12-09 02:28:00,2025-12-09 02:31:00,0,,15495.7,Clear,6,12,0
UA6915,UA,DAD,LAX,2025-04-15 11:52:00,2025-04-15 11:58:00,2025-04-16 20:35:00,2025-04-16 20:37:00,6,,15684.6,Fog,1,4,0
UA8670,UA,LAX,ORD,2025-09-21 16:06:00,2025-09-21 16:12:00,2025-09-21 20:28:00,2025-09-21 20:35:00,6,,2176.3,Clear,6,9,0
VJ8802,VJ,LAX,DFW,2025-10-23 19:00:00,2025-10-23 19:00:00,2025-10-23 22:03:00,2025-10-23 22:06:00,0,,1476.1,Clear,3,10,0
DL6293,DL,DAD,JFK,2025-09-24 10:51:00,2025-09-24 10:51:00,2025-09-25 13:15:00,2025-09-25 13:10:00,0,,12670.6,Clear,2,9,0
AS3503,AS,DAD,SGN,2025-06-09 16:19:00,2025-06-09 16:19:00,2025-06-09 17:19:00,2025-06-09 17:21:00,0,,376.0,Cloudy,0,6,0
NK3639,NK,SFO,ATL,2025-02-27 21:31:00,2025-02-27 21:32:00,2025-02-28 02:55:00,2025-02-28 03:01:00,1,,2633.0,Clear,3,2,0
AA5239,AA,SFO,SGN,2025-05-09 22:40:00,2025-05-09 22:40:00,2025-05-11 07:56:00,2025-05-11 07:58:00,0,,15911.0,Snow,4,5,0
WN2672,WN,ORD,DEN,2025-07-02 08:19:00,2025-07-02 08:19:00,2025-07-02 10:44:00,2025-07-02 10:49:00,0,,1166.1,Clear,2,7,0
B67994,B6,BOS,MIA,2025-03-27 12:41:00,2025-03-27 13:12:00,2025-03-27 15:22:00,2025-03-27 15:57:00,31,Air Traffic Control,1310.3,Rain,3,3,1
DL6039,DL,SEA,HAN,2025-06-21 05:51:00,2025-06-21 05:51:00,2025-06-22 14:47:00,2025-06-22 14:45:00,0,,15843.7,Clear,5,6,0
UA8476,UA,DFW,SGN,2025-03-09 12:11:00,2025-03-09 12:11:00,2025-03-10 17:32:00,2025-03-10 17:27:00,0,,14137.1,Clear,6,3,0
F94226,F9,SFO,DFW,2025-12-21 09:02:00,2025-12-21 09:42:00,2025-12-21 12:48:00,2025-12-21 13:31:00,40,National Aviation System,1778.5,Rain,6,12,1
NK550,NK,BOS,SFO,2025-07-21 19:53:00,2025-07-21 21:11:00,2025-07-22 03:09:00,2025-07-22 04:25:00,78,Air Traffic Control,3559.6,Rain,0,7,1
VJ9816,VJ,ORD,SFO,2025-09-23 23:38:00,2025-09-23 23:38:00,2025-09-24 04:29:00,2025-09-24 04:30:00,0,,2397.4,Cloudy,1,9,0
VN7166,VN,JFK,SEA,2025-10-09 06:22:00,2025-10-09 06:22:00,2025-10-09 13:26:00,2025-10-09 13:22:00,0,,3381.4,Clear,3,10,0
VN2743,VN,SFO,DEN,2025-03-21 06:13:00,2025-03-21 06:35:00,2025-03-21 08:53:00,2025-03-21 09:10:00,22,Weather,1231.4,Cloudy,4,3,1
NK8263,NK,HAN,MIA,2025-03-09 19:08:00,2025-03-09 19:35:00,2025-03-10 21:50:00,2025-03-10 22:19:00,27,Weather,12844.4,Fog,6,3,1
VN7730,VN,ORD,LAX,2025-12-07 17:44:00,2025-12-07 17:44:00,2025-12-07 22:11:00,2025-12-07 22:12:00,0,,2176.3,Clear,6,12,0
UA7315,UA,BOS,SFO,2025-07-08 15:01:00,2025-07-08 15:01:00,2025-07-08 22:16:00,2025-07-08 22:19:00,0,,3559.6,Clear,1,7,0
AS9403,AS,ATL,ORD,2025-03-17 08:37:00,2025-03-17 09:51:00,2025-03-17 09:57:00,2025-03-17 11:06:00,74,Late Aircraft,623.1,Clear,0,3,1
VJ1169,VJ,MIA,JFK,2025-09-30 13:12:00,2025-09-30 13:17:00,2025-09-30 15:27:00,2025-09-30 15:33:00,5,,1118.5,Clear,1,9,0
B66168,B6,SFO,HAN,2025-11-08 13:44:00,2025-11-08 14:01:00,2025-11-09 22:39:00,2025-11-09 22:59:00,17,Weather,15785.4,Snow,5,11,1
F91167,F9,ORD,ATL,2025-12-22 20:03:00,2025-12-22 22:06:00,2025-12-22 21:12:00,2025-12-22 23:18:00,123,Security,623.1,Clear,0,12,1
F92945,F9,SEA,BOS,2025-08-02 09:38:00,2025-08-02 09:46:00,2025-08-02 16:55:00,2025-08-02 17:02:00,8,,3557.0,Clear,5,8,0
VN2409,VN,LAX,SGN,2025-02-22 13:48:00,2025-02-22 13:48:00,2025-02-23 22:27:00,2025-02-23 22:28:00,0,,15610.9,Rain,5,2,0
DL7206,DL,ORD,HAN,2025-04-09 18:54:00,2025-04-09 18:55:00,2025-04-10 22:46:00,2025-04-10 22:44:00,1,,13442.8,Clear,2,4,0
WN4001,WN,DEN,ATL,2025-05-25 17:28:00,2025-05-25 17:28:00,2025-05-25 20:32:00,2025-05-25 20:34:00,0,,1461.3,Cloudy,6,5,0
UA4374,UA,BOS,JFK,2025-10-26 19:16:00,2025-10-26 20:06:00,2025-10-26 20:16:00,2025-10-26 21:03:00,50,Weather,225.0,Fog,6,10,1
B68574,B6,ORD,SFO,2025-05-18 18:01:00,2025-05-18 18:03:00,2025-05-18 23:10:00,2025-05-18 23:17:00,2,,2397.4,Clear,6,5,0
AA5593,AA,DAD,BOS,2025-02-19 07:53:00,2025-02-19 08:14:00,2025-02-20 09:47:00,2025-02-20 10:06:00,21,National Aviation System,12498.1,Rain,2,2,1
DL6128,DL,BOS,SEA,2025-11-24 07:22:00,2025-11-24 07:22:00,2025-11-24 14:52:00,2025-11-24 14:52:00,0,,3557.0,Clear,0,11,0
VJ5033,VJ,DFW,JFK,2025-08-16 16:47:00,2025-08-16 16:47:00,2025-08-16 20:08:00,2025-08-16 20:04:00,0,,1691.6,Clear,5,8,0
VN2825,VN,SGN,SEA,2025-01-02 12:35:00,2025-01-02 13:39:00,2025-01-03 22:03:00,2025-01-03 23:07:00,64,Security,15999.2,Cloudy,3,1,1
F91026,F9,SFO,DAD,2025-04-29 08:17:00,2025-04-29 08:17:00,2025-04-30 17:30:00,2025-04-30 17:28:00,0,,15979.4,Clear,1,4,0
UA9753,UA,SFO,HAN,2025-03-11 06:55:00,2025-03-11 06:57:00,2025-03-12 15:41:00,2025-03-12 15:43:00,2,,15785.4,Clear,1,3,0
AS1381,AS,SEA,JFK,2025-07-16 17:32:00,2025-07-16 17:32:00,2025-07-17 00:42:00,2025-07-17 00:43:00,0,,3381.4,Clear,2,7,0
UA5302,UA,MIA,LAX,2025-06-19 19:05:00,2025-06-19 19:05:00,2025-06-20 00:40:00,2025-06-20 00:35:00,0,,2689.7,Clear,3,6,0
VN4734,VN,MIA,DEN,2025-07-01 13:26:00,2025-07-01 14:17:00,2025-07-01 17:25:00,2025-07-01 18:14:00,51,Security,1942.3,Fog,1,7,1
DL6594,DL,SGN,SEA,2025-05-06 06:21:00,2025-05-06 06:21:00,2025-05-07 15:50:00,2025-05-07 15:47:00,0,,15999.2,Clear,1,5,0
B63166,B6,DEN,SFO,2025-02-05 10:07:00,2025-02-05 10:24:00,2025-02-05 12:42:00,2025-02-05 13:00:00,17,Security,1231.4,Clear,2,2,1
B66860,B6,SEA,LAX,2025-01-24 12:11:00,2025-01-24 12:12:00,2025-01-24 14:11:00,2025-01-24 14:17:00,1,,970.1,Clear,4,1,0
F91115,F9,DFW,DEN,2025-06-28 20:11:00,2025-06-28 20:12:00,2025-06-28 21:39:00,2025-06-28 21:44:00,1,,712.6,Fog,5,6,0
VJ9159,VJ,HAN,SGN,2025-08-29 19:49:00,2025-08-29 19:50:00,2025-08-29 21:15:00,2025-08-29 21:17:00,1,,720.1,Clear,4,8,0
DL5108,DL,HAN,MIA,2025-07-23 09:26:00,2025-07-23 11:28:00,2025-07-24 12:12:00,2025-07-24 14:13:00,122,Security,12844.4,Clear,2,7,1
